,nom_jeu,na_vente_jeu,eu_vente_jeu,jp_vente_jeu,autre_vente_jeu,global_vente_jeu,id_calendrier,id_console,id_genre,id_editeur
3316,Petz: Dogz Pack,0.56,0.0,0.0,0.05,0.61,2008-01-01,5,10,526
3317,Split/Second,0.32,0.23,0.0,0.06,0.61,2010-01-01,29,7,127
3318,Final Fantasy IV Advance,0.27,0.1,0.22,0.01,0.61,2005-01-01,7,8,360
3319,Madden NFL 2003,0.44,0.16,0.0,0.01,0.61,2002-01-01,7,11,139
3320,Tomb Raider Chronicles,0.34,0.23,0.0,0.04,0.61,1999-01-01,16,1,138
3321,Harry Potter and the Goblet of Fire,0.44,0.16,0.0,0.01,0.61,2005-01-01,7,1,139
3322,Dragon Ball Z: Buu's Fury,0.44,0.16,0.0,0.01,0.61,2004-01-01,7,1,54
3323,Madden NFL 2002,0.47,0.12,0.0,0.02,0.61,2001-01-01,8,11,139
3324,Guitar Hero: Smash Hits,0.33,0.21,0.0,0.06,0.61,2009-01-01,27,4,22
3325,Disney TH!NK Fast: The Ultimate Trivia Showdown,0.37,0.16,0.01,0.06,0.61,2008-01-01,27,4,127
3326,Spider-Man: Mysterio's Menace,0.43,0.16,0.0,0.01,0.61,2001-01-01,7,1,22
3327,Madden NFL 2000,0.58,0.02,0.0,0.0,0.61,1999-01-01,11,11,139
3328,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",0.51,0.05,0.0,0.05,0.61,2007-01-01,29,1,22
3329,Game & Watch Gallery 4,0.43,0.16,0.0,0.01,0.61,2002-01-01,7,4,360
3330,Littlest Pet Shop: Jungle,0.34,0.2,0.0,0.06,0.61,2008-01-01,5,10,139
3331,Naruto: Ultimate Ninja,0.5,0.02,0.0,0.08,0.61,2003-01-01,17,3,54
3332,Fighters Uncaged,0.31,0.24,0.0,0.06,0.61,2010-01-01,29,3,526
3333,Call of Juarez: Bound in Blood,0.3,0.24,0.0,0.06,0.61,2009-01-01,29,9,526
3334,New Play Control! Pikmin 2,0.11,0.14,0.33,0.02,0.6,2009-01-01,27,12,360
3335,Tony Hawk's Underground,0.43,0.16,0.0,0.01,0.6,2003-01-01,7,11,22
3336,Hot Shots Golf: World Invitational,0.19,0.11,0.25,0.06,0.6,2011-01-01,21,11,457
3337,Monster Trucks,0.43,0.16,0.0,0.01,0.6,2004-01-01,7,7,297
3338,Shadow The Hedgehog,0.5,0.02,0.0,0.08,0.6,2005-01-01,17,5,447
3339,Wave Race: Blue Storm,0.4,0.1,0.09,0.02,0.6,2001-01-01,8,7,360
3340,Backyard Wrestling: Don't Try This at Home,0.3,0.23,0.0,0.08,0.6,2003-01-01,17,3,138
3341,Fight Night Round 2,0.42,0.16,0.0,0.02,0.6,2005-01-01,30,3,139
3342,MonHun Nikki: Poka Poka Ailu Mura,0.0,0.0,0.6,0.0,0.6,2010-01-01,20,8,86
3343,The Golden Compass,0.28,0.25,0.0,0.06,0.6,2007-01-01,5,1,447
3344,NBA 2K8,0.5,0.02,0.0,0.08,0.6,2007-01-01,17,11,495
3345,Phineas and Ferb: Across the 2nd Dimension,0.36,0.19,0.0,0.05,0.6,2011-01-01,27,1,127
3346,Disney Infinity,0.33,0.22,0.0,0.05,0.6,2013-01-01,28,1,127
3347,The Golden Compass,0.26,0.28,0.0,0.07,0.6,,27,1,447
3348,WarioWare D.I.Y.,0.18,0.19,0.2,0.04,0.6,2009-01-01,5,4,360
3349,Tony Hawk: RIDE,0.38,0.15,0.0,0.08,0.6,2009-01-01,18,11,22
3350,LEGO Jurassic World,0.31,0.22,0.03,0.05,0.6,2015-01-01,3,1,550
3351,Alice: Madness Returns,0.22,0.25,0.04,0.09,0.6,2011-01-01,18,2,139
3352,LEGO The Hobbit,0.12,0.37,0.0,0.1,0.6,2014-01-01,19,1,550
3353,Suikoden,0.21,0.14,0.21,0.04,0.6,1995-01-01,16,8,276
3354,Secret Agent Clank,0.13,0.18,0.0,0.29,0.6,2009-01-01,17,5,457
3355,Rayman Arena,0.29,0.23,0.0,0.08,0.6,2001-01-01,17,7,526
3356,Avatar: The Game,0.22,0.24,0.0,0.14,0.6,2009-01-01,20,1,526
3357,Jaws Unleashed,0.5,0.02,0.0,0.08,0.6,2006-01-01,17,1,489
3358,Puyo Puyo Sun,0.0,0.0,0.6,0.0,0.6,1997-01-01,22,6,98
3359,Half-Life,0.29,0.23,0.0,0.08,0.6,2001-01-01,17,9,546
3360,Tomb Raider (2013),0.34,0.21,0.0,0.05,0.6,2014-01-01,31,1,466
3361,Mickey's Speedway USA,0.37,0.08,0.14,0.01,0.6,2000-01-01,11,7,360
3362,International Superstar Soccer 64,0.09,0.26,0.23,0.02,0.6,1997-01-01,11,11,276
3363,Skylanders SWAP Force,0.4,0.15,0.0,0.06,0.6,2013-01-01,28,5,22
3364,NASCAR Heat 2002,0.29,0.23,0.0,0.08,0.6,2001-01-01,17,7,242
3365,Disney Sing It! High School Musical 3: Senior Year,0.32,0.23,0.0,0.04,0.6,2008-01-01,27,4,127
3366,From TV Animation One Piece: Grand Battle 2,0.0,0.0,0.56,0.04,0.6,2002-01-01,16,3,348
3367,BeatMania Append 3rdMix,0.0,0.0,0.56,0.04,0.6,1998-01-01,16,10,276
3368,PGR3 - Project Gotham Racing 3,0.49,0.03,0.03,0.05,0.6,2005-01-01,29,7,324
3369,XCOM: Enemy Unknown,0.24,0.25,0.0,0.11,0.6,2012-01-01,18,12,495
3370,Blur,0.25,0.28,0.0,0.06,0.6,2010-01-01,29,7,22
3371,Xena: Warrior Princess,0.33,0.23,0.0,0.04,0.6,1998-01-01,16,2,139
3372,Scribblenauts: Unlimited,0.55,0.01,0.0,0.04,0.6,2012-01-01,3,1,550
3373,Front Mission,0.0,0.0,0.6,0.0,0.6,1995-01-01,24,12,467
3374,NHL 11,0.4,0.13,0.0,0.07,0.6,2010-01-01,18,11,139
3375,Kinect Rush: A Disney Pixar Adventure,0.38,0.16,0.0,0.05,0.6,2012-01-01,29,2,324
3376,Monopoly,0.34,0.2,0.0,0.06,0.6,2008-01-01,29,4,139
3377,Disney Infinity 2.0: Marvel Super Heroes,0.26,0.24,0.0,0.1,0.6,2014-01-01,19,1,127
3378,Major League Baseball 2K7,0.29,0.23,0.0,0.08,0.6,2007-01-01,17,11,463
3379,Asphalt: Urban GT,0.31,0.22,0.0,0.06,0.6,2004-01-01,5,7,526
3380,The Fight: Lights Out,0.29,0.22,0.0,0.09,0.6,2010-01-01,18,3,457
3381,Dai-2-Ji Super Robot Taisen α,0.0,0.0,0.6,0.0,0.6,2003-01-01,17,12,64
3382,Pokemon Trozei!,0.26,0.0,0.31,0.02,0.6,2005-01-01,5,6,360
3383,Dead Space,0.0,0.53,0.0,0.06,0.59,2008-01-01,14,1,139
3384,Hot Wheels: Stunt Track Challenge,0.29,0.23,0.0,0.08,0.59,2004-01-01,17,7,489
3385,Rayman Origins,0.13,0.35,0.0,0.11,0.59,2012-01-01,21,5,526
3386,London 2012: The Official Video Game of the Olympic Games,0.07,0.46,0.0,0.07,0.59,2012-01-01,29,11,447
3387,Beijing 2008,0.15,0.38,0.0,0.07,0.59,2008-01-01,29,11,447
3388,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,0.0,0.0,0.59,0.0,0.59,2005-01-01,17,12,64
3389,Jeopardy!,0.56,0.0,0.0,0.03,0.59,2010-01-01,27,4,489
3390,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,0.0,0.0,0.56,0.04,0.59,1997-01-01,16,11,276
3391,Assassin's Creed: Brotherhood,0.15,0.34,0.0,0.1,0.59,2011-01-01,14,1,526
3392,CyberTiger,0.33,0.22,0.0,0.04,0.59,1998-01-01,16,11,139
3393,Jampack Fall 2001,0.33,0.22,0.0,0.04,0.59,2001-01-01,16,4,457
3394,Medal of Honor: Frontline,0.46,0.12,0.0,0.02,0.59,2002-01-01,8,9,139
3395,Final Fantasy: The 4 Heroes of Light,0.23,0.11,0.23,0.03,0.59,2009-01-01,5,8,466
3396,Iron Man,0.31,0.22,0.0,0.06,0.59,2008-01-01,27,1,447
3397,Kane & Lynch 2: Dog Days,0.17,0.28,0.05,0.1,0.59,2010-01-01,18,9,466
3398,NFL Blitz 2001,0.33,0.22,0.0,0.04,0.59,2000-01-01,16,11,326
3399,Total War: Shogun 2,0.19,0.31,0.0,0.09,0.59,2011-01-01,14,12,447
3400,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,0.0,0.0,0.55,0.04,0.59,1998-01-01,16,11,276
3401,Rock Band 2,0.29,0.23,0.0,0.08,0.59,2008-01-01,17,4,293
3402,Yakuza 5,0.0,0.0,0.59,0.0,0.59,2012-01-01,18,1,447
3403,LEGO Indiana Jones 2: The Adventure Continues,0.21,0.24,0.0,0.14,0.59,2009-01-01,20,1,22
3404,BurgerTime,0.55,0.03,0.0,0.01,0.59,1981-01-01,1,6,306
3405,Naruto: The Broken Bond,0.24,0.28,0.0,0.07,0.59,2008-01-01,29,1,526
3406,2002 FIFA World Cup,0.21,0.17,0.16,0.06,0.59,2002-01-01,17,11,139
3407,MVP Baseball 2004,0.44,0.13,0.0,0.02,0.59,2004-01-01,30,11,139
3408,Crash Bandicoot: The Wrath of Cortex,0.46,0.12,0.0,0.02,0.59,2002-01-01,8,5,530
3409,Smurf: Rescue In Gargamel's Castle,0.55,0.03,0.0,0.01,0.59,1981-01-01,1,1,95
3410,Spelling Challenges and more!,0.54,0.0,0.0,0.04,0.59,2007-01-01,5,4,7
3411,Go Diego Go! Great Dinosaur Rescue,0.53,0.02,0.0,0.04,0.59,2008-01-01,27,1,495
3412,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",0.52,0.03,0.0,0.04,0.59,2007-01-01,27,1,22
3413,Extreme-G,0.47,0.11,0.0,0.01,0.59,1997-01-01,11,7,18
3414,Ready 2 Rumble Boxing,0.47,0.11,0.0,0.01,0.59,1999-01-01,11,11,326
3415,Payday 2,0.33,0.21,0.0,0.05,0.59,2013-01-01,29,9,7
3416,Dead or Alive Xtreme Beach Volleyball,0.36,0.08,0.14,0.02,0.59,2003-01-01,30,11,324
3417,Tales of Rebirth,0.0,0.0,0.59,0.0,0.59,2004-01-01,17,8,348
3418,SoulCalibur V,0.39,0.14,0.02,0.04,0.59,2012-01-01,29,3,348
3419,NHL 12,0.36,0.16,0.0,0.07,0.59,2011-01-01,18,11,139
3420,Tales of Zestiria,0.05,0.09,0.42,0.03,0.59,2015-01-01,18,8,348
3421,Silent Hill: Shattered Memories,0.13,0.22,0.01,0.23,0.59,2010-01-01,17,1,276
3422,Madden NFL 06,0.54,0.0,0.01,0.03,0.59,,29,11,139
3423,Skate it,0.51,0.04,0.0,0.05,0.59,2008-01-01,27,11,139
3424,Game Party in Motion,0.36,0.18,0.0,0.05,0.59,2010-01-01,29,4,550
3425,Barbie: Race & Ride,0.33,0.22,0.0,0.04,0.59,1999-01-01,16,1,457
3426,Lost: Via Domus,0.18,0.34,0.0,0.07,0.59,2008-01-01,29,1,526
3427,Mega Man Anniversary Collection,0.29,0.22,0.0,0.08,0.59,2004-01-01,17,5,86
3428,Final Fantasy Anniversary Edition,0.39,0.02,0.13,0.04,0.59,2007-01-01,20,8,466
3429,Dark Souls II,0.2,0.22,0.08,0.08,0.59,2015-01-01,19,8,348
3430,Ben 10: Alien Force,0.35,0.14,0.0,0.1,0.59,2008-01-01,20,1,274
3431,Deus Ex: Human Revolution,0.25,0.25,0.0,0.09,0.59,2011-01-01,14,9,466
3432,Zumba Fitness,0.28,0.21,0.0,0.09,0.59,2010-01-01,18,11,7
3433,Harvest Moon: Friends of Mineral Town,0.34,0.13,0.11,0.01,0.59,2003-01-01,7,10,526
3434,Backyard NBA Basketball,0.29,0.22,0.0,0.07,0.59,2003-01-01,17,11,54
3435,FIFA Soccer 10,0.14,0.37,0.0,0.07,0.59,2009-01-01,5,11,139
3436,Kirby's Dream Course,0.0,0.0,0.59,0.0,0.59,1994-01-01,24,11,360
3437,Doom 3 BFG Edition,0.26,0.22,0.0,0.1,0.59,2012-01-01,18,9,67
3438,Mega Man X7,0.22,0.17,0.14,0.06,0.58,2003-01-01,17,1,86
3439,Top Spin 3,0.15,0.37,0.0,0.07,0.58,2008-01-01,27,1,495
3440,Petz Dogz 2,0.53,0.01,0.0,0.04,0.58,2007-01-01,27,10,526
3441,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.29,0.22,0.0,0.07,0.58,2008-01-01,17,1,489
3442,The Conduit,0.29,0.23,0.0,0.06,0.58,2009-01-01,27,9,447
3443,Just Dance 2016,0.28,0.25,0.0,0.05,0.58,2015-01-01,28,4,526
3444,Tokimeki Memorial: Forever with You,0.0,0.0,0.55,0.04,0.58,1995-01-01,16,10,276
3445,Diablo,0.29,0.19,0.07,0.04,0.58,1997-01-01,16,8,139
3446,Cabela's Dangerous Hunts 2011,0.53,0.02,0.0,0.04,0.58,2010-01-01,27,11,22
3447,NHL 15,0.3,0.18,0.0,0.1,0.58,2014-01-01,19,11,139
3448,Q*bert,0.55,0.03,0.0,0.01,0.58,1982-01-01,1,6,392
3449,Romancing SaGa,0.06,0.04,0.47,0.01,0.58,2005-01-01,17,8,466
3450,The Lord of the Rings: The Third Age,0.49,0.02,0.0,0.08,0.58,2004-01-01,17,8,139
3451,Harvest Moon: Sunshine Islands,0.35,0.03,0.17,0.03,0.58,2008-01-01,5,10,431
3452,Trivial Pursuit,0.21,0.31,0.0,0.07,0.58,2009-01-01,27,4,139
3453,The Legend of Spyro: Dawn of the Dragon,0.35,0.18,0.0,0.05,0.58,2008-01-01,27,5,546
3454,The Sims 3: World Adventures,0.02,0.18,0.0,0.39,0.58,2009-01-01,14,10,139
3455,Kinect Sports Rivals,0.3,0.22,0.02,0.04,0.58,2014-01-01,31,11,324
3456,Rayman Origins,0.23,0.29,0.0,0.07,0.58,2011-01-01,27,5,526
3457,WWE 2K16,0.31,0.22,0.0,0.05,0.58,2015-01-01,31,11,495
3458,Titanfall,0.21,0.3,0.0,0.07,0.58,2014-01-01,14,9,139
3459,NCAA Football 09,0.54,0.0,0.0,0.04,0.58,2008-01-01,18,11,139
3460,Tom Clancy's HAWX,0.31,0.19,0.02,0.06,0.58,2009-01-01,29,1,526
3461,Sammy Sosa High Heat Baseball 2001,0.32,0.22,0.0,0.04,0.58,2000-01-01,16,11,5
3462,Frozen: Olaf's Quest,0.27,0.26,0.0,0.05,0.58,2013-01-01,3,5,127
3463,Terminator 3: Rise of the Machines,0.28,0.22,0.0,0.07,0.58,2003-01-01,17,1,54
3464,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",0.37,0.15,0.0,0.05,0.58,2010-01-01,29,9,22
3465,Harvest Moon: The Tale of Two Towns,0.27,0.06,0.22,0.03,0.58,2010-01-01,5,10,349
3466,FIFA: Road to  World Cup 98,0.15,0.39,0.0,0.03,0.58,1997-01-01,11,11,139
3467,World Cup 98,0.14,0.4,0.0,0.04,0.58,1998-01-01,11,11,139
3468,International Superstar Soccer '98,0.06,0.3,0.19,0.03,0.58,1998-01-01,11,11,276
3469,NASCAR: Dirt to Daytona,0.28,0.22,0.0,0.07,0.58,,17,7,531
3470,Unreal Tournament,0.28,0.22,0.0,0.07,0.58,2000-01-01,17,9,242
3471,Digimon World 2,0.23,0.16,0.16,0.04,0.58,2000-01-01,16,8,348
3472,Tales of Phantasia,0.0,0.0,0.54,0.04,0.58,1998-01-01,16,8,348
3473,Prince of Persia: The Two Thrones,0.33,0.22,0.0,0.03,0.58,2005-01-01,30,1,526
3474,Xenosaga Episode II: Jenseits von Gut und Böse,0.28,0.22,0.0,0.07,0.58,2004-01-01,17,8,457
3475,Gex: Enter the Gecko,0.32,0.22,0.0,0.04,0.58,1998-01-01,16,5,62
3476,Shrek 2: Beg for Mercy,0.42,0.15,0.0,0.01,0.58,2004-01-01,7,2,22
3477,Mega Man Star Force 2: Zerker x Ninja / Saurian,0.25,0.0,0.31,0.02,0.58,2007-01-01,5,1,86
3478,JoJo's Bizarre Adventure: All Star Battle,0.05,0.02,0.5,0.01,0.58,2013-01-01,18,3,348
3479,Petz Nursery,0.53,0.0,0.0,0.04,0.58,2009-01-01,5,10,526
3480,Contra: Shattered Soldier,0.28,0.22,0.0,0.07,0.58,2002-01-01,17,9,276
3481,Championship Motocross featuring Ricky Carmichael,0.32,0.22,0.0,0.04,0.58,1998-01-01,16,7,489
3482,Dragon Ball Z: Chou Saiya Densetsu,0.0,0.0,0.58,0.0,0.58,1992-01-01,24,8,348
3483,NBA 2K7,0.53,0.0,0.0,0.04,0.58,2006-01-01,29,11,495
3484,WWE 2K16,0.21,0.27,0.0,0.09,0.58,2015-01-01,18,11,495
3485,Phoenix Wright: Ace Attorney - Justice for All,0.24,0.05,0.26,0.03,0.58,2006-01-01,5,2,86
3486,Fire Emblem: Seisen no Keifu,0.0,0.0,0.58,0.0,0.58,1996-01-01,24,12,360
3487,Rock Band 3,0.43,0.09,0.0,0.06,0.58,2010-01-01,18,4,293
3488,Disgaea 4: A Promise Unforgotten,0.27,0.11,0.14,0.06,0.58,2011-01-01,18,8,363
3489,BlazBlue: Calamity Trigger,0.36,0.1,0.06,0.06,0.58,2009-01-01,18,3,382
3490,Tenchu 2: Birth of the Stealth Assassins,0.32,0.22,0.0,0.04,0.58,2000-01-01,16,1,22
3491,Tony Hawk's Pro Skater 4,0.45,0.12,0.0,0.02,0.58,2002-01-01,8,11,22
3492,MLB 11: The Show,0.54,0.0,0.0,0.04,0.58,2011-01-01,18,11,457
3493,Naruto: Uzumaki Chronicles 2,0.28,0.22,0.0,0.07,0.58,2006-01-01,17,1,348
3494,NHL 06,0.48,0.02,0.0,0.08,0.58,2005-01-01,17,11,139
3495,NHL 10,0.38,0.12,0.0,0.07,0.58,2009-01-01,18,11,139
3496,Rooms: The Main Building,0.1,0.41,0.01,0.06,0.58,2010-01-01,5,2,360
3497,Rapala: We Fish,0.52,0.02,0.0,0.04,0.58,2009-01-01,27,11,22
3498,Parasite Eve II,0.32,0.22,0.0,0.04,0.58,1999-01-01,16,8,467
3499,Tetris Party Deluxe,0.34,0.17,0.02,0.05,0.58,2010-01-01,27,6,360
3500,NFL Blitz 2000,0.55,0.02,0.0,0.0,0.58,1999-01-01,11,11,326
3501,Ratchet & Clank: Quest for Booty,0.0,0.53,0.0,0.04,0.58,2008-01-01,18,5,457
3502,Madden NFL 2002,0.53,0.02,0.0,0.03,0.58,,30,11,531
3503,NCAA Football 10,0.28,0.22,0.0,0.07,0.58,2009-01-01,17,11,139
3504,Top Spin 3,0.08,0.37,0.0,0.12,0.57,2008-01-01,18,1,495
3505,Shin Megami Tensei IV,0.28,0.0,0.27,0.02,0.57,2013-01-01,3,8,56
3506,Theme Park,0.24,0.16,0.13,0.04,0.57,1994-01-01,16,10,139
3507,Blacksite: Area 51,0.29,0.23,0.0,0.06,0.57,2007-01-01,29,9,326
3508,Spider-Man 3,0.49,0.04,0.0,0.04,0.57,2007-01-01,29,5,22
3509,ATV Offroad Fury: Blazin' Trails,0.53,0.0,0.0,0.04,0.57,2005-01-01,20,7,462
3510,Far Cry Instincts,0.32,0.24,0.0,0.02,0.57,2005-01-01,30,9,526
3511,Hasbro Family Game Night,0.28,0.22,0.0,0.07,0.57,2008-01-01,17,6,139
3512,Tony Hawk's Pro Skater 4,0.41,0.15,0.0,0.01,0.57,2002-01-01,7,11,22
3513,Up,0.23,0.28,0.0,0.06,0.57,2009-01-01,27,1,489
3514,Tales of the Abyss,0.0,0.0,0.57,0.0,0.57,2005-01-01,17,8,348
3515,Disney Universe,0.37,0.15,0.0,0.05,0.57,2011-01-01,29,1,127
3516,Iron Man,0.27,0.24,0.0,0.06,0.57,2008-01-01,29,1,447
3517,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,0.0,0.0,0.54,0.04,0.57,2000-01-01,16,12,348
3518,Spyro Orange: The Cortex Conspiracy,0.41,0.15,0.0,0.01,0.57,2004-01-01,7,1,546
3519,Enslaved: Odyssey to the West,0.24,0.24,0.01,0.09,0.57,2010-01-01,18,1,348
3520,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.53,0.0,0.0,0.04,0.57,2008-01-01,5,1,489
3521,Beyond The Beyond,0.11,0.08,0.35,0.04,0.57,1995-01-01,16,8,457
3522,Ben 10: Alien Force,0.22,0.02,0.0,0.33,0.57,2008-01-01,17,1,274
3523,Tomb Raider: Anniversary,0.21,0.23,0.0,0.13,0.57,2007-01-01,20,1,138
3524,"Warhammer 40,000: Space Marine",0.25,0.27,0.0,0.06,0.57,2011-01-01,29,9,489
3525,Madden NFL 06,0.44,0.11,0.0,0.02,0.57,2005-01-01,8,11,139
3526,No More Heroes,0.3,0.17,0.04,0.05,0.57,2007-01-01,27,1,431
3527,Assassin's Creed II,0.01,0.45,0.0,0.11,0.57,2010-01-01,14,1,526
3528,Petz Wild Animals: Tigerz,0.52,0.01,0.0,0.04,0.57,2008-01-01,5,10,526
3529,Naruto: Ultimate Ninja 2,0.47,0.02,0.0,0.08,0.57,2004-01-01,17,3,348
3530,Defiance,0.38,0.15,0.0,0.04,0.57,2013-01-01,29,9,517
3531,Dogz,0.51,0.02,0.0,0.04,0.57,2006-01-01,5,10,526
3532,3D Dot Game Heroes,0.36,0.12,0.03,0.07,0.57,2009-01-01,18,8,462
3533,The Mysterious Murasame Castle,0.0,0.0,0.57,0.0,0.57,1986-01-01,12,1,360
3534,NBA Hangtime,0.48,0.08,0.0,0.0,0.57,1997-01-01,11,11,178
3535,Jillian Michaels Fitness Ultimatum 2010,0.52,0.01,0.0,0.04,0.57,2009-01-01,27,11,297
3536,Pro Evolution Soccer 2012,0.1,0.12,0.29,0.07,0.57,2011-01-01,20,1,276
3537,Grease,0.27,0.25,0.0,0.05,0.57,2010-01-01,27,4,7
3538,Blood Wake,0.43,0.12,0.0,0.02,0.57,2001-01-01,30,9,324
3539,Dynasty Warriors 5: Xtreme Legends,0.11,0.08,0.35,0.03,0.57,2005-01-01,17,1,501
3540,Skylanders: Spyro's Adventure,0.32,0.2,0.0,0.05,0.57,2011-01-01,3,1,22
3541,Dora The Explorer: Dora Saves the Snow Princess,0.5,0.03,0.0,0.04,0.57,2008-01-01,27,5,495
3542,Jampack Summer 2002,0.28,0.22,0.0,0.07,0.57,2002-01-01,17,4,457
3543,FIFA World Cup Germany 2006,0.47,0.02,0.0,0.08,0.57,2006-01-01,17,11,139
3544,Wreckless: ThE YaKuza MisSiOns,0.42,0.11,0.02,0.02,0.57,2002-01-01,30,7,22
3545,Super Bomberman,0.0,0.0,0.57,0.0,0.57,1992-01-01,24,6,225
3546,SpongeBob SquarePants: Battle for Bikini Bottom,0.45,0.1,0.0,0.02,0.57,2003-01-01,30,5,489
3547,Spec Ops: The Line,0.19,0.25,0.04,0.09,0.57,2012-01-01,18,9,495
3548,SD Gundam G Generation Neo,0.0,0.0,0.57,0.0,0.57,2002-01-01,17,12,348
3549,Bratz 4 Real,0.29,0.22,0.0,0.06,0.57,2007-01-01,5,2,489
3550,RalliSport Challenge,0.39,0.16,0.0,0.02,0.57,2002-01-01,30,7,324
3551,Resident Evil Outbreak File #2,0.19,0.15,0.17,0.05,0.57,2004-01-01,17,1,86
3552,Bob the Builder: Can We Fix It?,0.31,0.21,0.0,0.04,0.57,2000-01-01,16,1,489
3553,XIII,0.28,0.22,0.0,0.07,0.57,2003-01-01,17,9,526
3554,NHL 14,0.28,0.19,0.0,0.09,0.57,2013-01-01,18,11,139
3555,LEGO Rock Band,0.4,0.12,0.0,0.05,0.57,2009-01-01,29,4,550
3556,Bolt,0.19,0.31,0.0,0.06,0.57,2008-01-01,27,2,127
3557,Top Spin 3,0.09,0.4,0.0,0.07,0.57,2008-01-01,29,1,495
3558,Tom Clancy's HAWX,0.21,0.22,0.05,0.09,0.57,2009-01-01,18,1,526
3559,LEGO Dimensions,0.24,0.28,0.0,0.05,0.56,2015-01-01,29,1,550
3560,Breath of Fire IV,0.11,0.08,0.34,0.04,0.56,2000-01-01,16,8,86
3561,True Crime: Streets of LA,0.44,0.11,0.0,0.02,0.56,2003-01-01,8,1,22
3562,Odin Sphere,0.23,0.18,0.09,0.06,0.56,2007-01-01,17,8,466
3563,Donkey Kong Jungle Climber,0.26,0.04,0.24,0.03,0.56,2007-01-01,5,5,360
3564,The Incredible Hulk,0.4,0.15,0.0,0.01,0.56,2003-01-01,7,1,530
3565,Ms. Pac-Man Maze Madness,0.4,0.15,0.0,0.01,0.56,2004-01-01,7,6,567
3566,Arena Football,0.28,0.22,0.0,0.07,0.56,2006-01-01,17,11,139
3567,The Lord of the Rings: The Return of the King,0.4,0.15,0.0,0.01,0.56,2003-01-01,7,1,139
3568,NHL Hitz 20-02,0.28,0.22,0.0,0.07,0.56,2001-01-01,17,11,326
3569,Classic NES Series: Dr. Mario,0.31,0.11,0.13,0.01,0.56,2004-01-01,7,6,360
3570,The Sims: Bustin' Out,0.4,0.14,0.0,0.02,0.56,2003-01-01,30,10,139
3571,NCAA March Madness 07,0.28,0.22,0.0,0.07,0.56,2007-01-01,17,11,139
3572,"Monsters, Inc. Scream Team",0.31,0.21,0.0,0.04,0.56,2001-01-01,16,5,457
3573,Harry Potter Collection,0.28,0.21,0.0,0.07,0.56,2006-01-01,17,4,139
3574,Tony Hawk's Project 8,0.41,0.08,0.0,0.07,0.56,2006-01-01,20,11,22
3575,Yu-Gi-Oh! World Championship Tournament 2004,0.4,0.15,0.0,0.01,0.56,2004-01-01,7,4,276
3576,Cabela's Big Game Hunter 2005 Adventures,0.28,0.21,0.0,0.07,0.56,2004-01-01,17,11,22
3577,Hotel Dusk: Room 215,0.27,0.05,0.22,0.03,0.56,2007-01-01,5,2,360
3578,Knockout Kings 2001,0.28,0.21,0.0,0.07,0.56,2001-01-01,17,3,139
3579,Army Men: Sarge's Heroes,0.31,0.21,0.0,0.04,0.56,1999-01-01,16,1,5
3580,Phineas and Ferb: Across the 2nd Dimension,0.32,0.19,0.0,0.05,0.56,2011-01-01,5,1,127
3581,Petz Dogz 2,0.28,0.21,0.0,0.07,0.56,2007-01-01,17,10,526
3582,Battlefield 2: Modern Combat,0.39,0.15,0.0,0.02,0.56,2005-01-01,30,9,139
3583,Wolfenstein,0.28,0.22,0.0,0.06,0.56,2009-01-01,29,9,22
3584,All-Star Baseball 2002,0.27,0.21,0.0,0.07,0.56,2001-01-01,17,11,18
3585,Backyard NFL Football,0.4,0.15,0.0,0.01,0.56,2002-01-01,7,11,242
3586,Need for Speed: Most Wanted,0.43,0.11,0.0,0.02,0.56,2005-01-01,8,7,139
3587,NASCAR Rumble,0.31,0.21,0.0,0.04,0.56,2000-01-01,16,7,139
3588,Tony Hawk: Shred,0.41,0.11,0.0,0.04,0.56,2010-01-01,27,11,22
3589,Tony Hawk's Proving Ground,0.49,0.02,0.0,0.04,0.56,2007-01-01,29,11,22
3590,WWE Raw 2,0.43,0.11,0.0,0.02,0.56,2003-01-01,30,3,489
3591,Resident Evil 2,0.39,0.09,0.07,0.01,0.56,1999-01-01,11,1,543
3592,Mega Man X2,0.09,0.02,0.45,0.0,0.56,1993-01-01,24,5,280
3593,Manhunt 2,0.27,0.21,0.0,0.07,0.56,2007-01-01,17,1,495
3594,Xenoblade Chronicles,0.26,0.14,0.12,0.04,0.56,2015-01-01,3,8,360
3595,Fullmetal Alchemist and the Broken Angel,0.15,0.12,0.26,0.04,0.56,2003-01-01,17,8,466
3596,Monster High: Ghoul Spirit,0.44,0.08,0.0,0.04,0.56,2011-01-01,27,4,489
3597,Final Fantasy IV: The Complete Collection,0.13,0.09,0.27,0.06,0.56,2011-01-01,20,8,466
3598,Frontlines: Fuel of War,0.34,0.15,0.01,0.05,0.56,2008-01-01,29,9,489
